湘江曲（清·魏瀚）　　七言绝句　押萧韵	雨带寒烟锁画桥，湘江日暮荡兰桡。平潮一夜添新涨，十里东风五里潮。
泽畔吟吊屈左徒（清·魏瀚）	君山黯碧愁云湿，嘄阳群笑猩猩泣。灵风神雨横江来，楚累游魂亭亭立。贝宫骨冷魂不死，芳根迸断湘兰蕊。梦泽白茅与天齐，荃蕙菉葹辨谁是。盲莹泪乾竹斑老，土花漠漠埋荒草。血痕沦地黦劫灰，何处青磷凝玛瑙。云和涩调不忍弹，江月有声瘦蛟寒。婵媛惨澹迟北渚，怨魄空闻为余叹。冯夷傲睨不可诉，冤咸号咷灵胥怒。幽愤抗词动紫皇，鬼巢翻倾元精铸。九章懊侬复恼公，南国哀响中古风。輶轩折轴素王萎，来者矜能注鱼虫。我愿洞庭水，化为巴陵酒。长虹为舌，南箕为口，噏吸咙胡虬龙吼。涸泽纷拿鼋鼍走，读《骚》不须更问天。玉棺累累葬神仙。
