悼亡六首（清·吴锦诗）　　七言绝句　押支韵	伤哉一病误庸医，绝鲜灵丹补救之。从此闺闱无益友，不堪卒读悼亡诗。
偶于悼亡集中见“斯人难再得，谁与岁寒同”句，因以补照自题（清·吴锦诗）　　七言绝句　押东韵	操持家务廿年中，半仗贤能内助功。想到斯人难得句，伤哉谁与岁寒同？
