一半儿令（清·陈作芝）	昨宵急雪逐风斜。玉树堆成顷刻花。晓起侍儿声忽哗。日烘他。一半儿存留，一半儿化。
如梦令（清·陈作芝）	镇日莺娇燕懒。春色二分谁管。晓起倚栏杆，一树碧桃香满。消遣。消遣。花气将人薰软。
