戏题妙峰庵石壁（清·樊太复）　　七言绝句　押先韵	一杖曾携到酒泉，近来偏只伴枯禅。明朝准向兰陵去，花雾濛濛稳醉眠。
酬髯翁寄怀韵（清·樊太复）　　七言绝句　押萧韵	兀坐书窗最寂寥，忽闻天外度琼箫。谁将三寸生花笔，自写新诗一叶蕉。
