喻子规（清·宗谊）　　七言绝句　押齐韵	曾为越旅与吴栖，惆怅春风畏汝啼。今日老归茅屋下，要啼啼到日头西。
喻子规（清·宗谊）　　七言绝句　押先韵	举目无从觅蜀天，只呼归去乞人怜。倘然当日能归去，未必褒斜便万年。
