龟山步月（清·郑际魁）　　七言绝句　押庚韵	为爱清奇绝磴行，东方岭上月初生。却嫌僻坞光偏小，纵过疏林影未平①。
西瓜（清·郑际魁）　　七言绝句　押寒韵	莫将萍实异兹看，老邵当年学种难。青蔓依微缘力弱，含香独抱此心丹①。
