赵埠口（清·叶承宗）　　七言绝句　押先韵	长堤密柳板桥连，红蓼花中系钓船。渔父狂歌归酒市，高竿挂网夕阳边。
彭南溟迁泺上（清·叶承宗）	彭生阀阅子，兼之湖海士。意气薄云霄，神情在山水。貌物如有神，不独得其似。四壁虽萧然，耻以丹青市。自子初临泉上游，香毫冉冉画寒流。叶郎大笑向人说，泺水新来顾虎头。
