忆王孙（清·丁善仪）	梧桐分绿上雕栏。幕卷帘垂夜未阑。玉骨珊珊惯耐寒。掩青鸾。绝代蛾眉称意难。
金错刀 辛卯七夕，又昭表妹招诸女伴作乞巧，会小病未往，赋此奉柬（清·丁善仪）	云影淡，露华凉。虫声如雨漏初长。寻盟有约邀新月，乞巧无缘炷晚香。陈钿盒，奠琼浆。一灯摇梦费思量。遥知语笑情方惬，都向天孙问七襄。
