池上（清·卢芳型）　　五言绝句　押阳韵	细雨过春塘，参差荇藻香。临流非有羡，寄兴在濠梁①。
春暮（清·卢芳型）　　七言绝句　押麻韵	一庭烟雨绕窗纱，碧绿春残处士家。倩尽东风留不住，杜鹃声咽杜鹃花①。
