小姑山（清·徐时作）　　七言绝句　押删韵	江如镜面月如环，幻作妆台绕翠鬟。欲会彭郎何处是，小姑山即望夫山。
江口望金陵（清·徐时作）	江流何浩浩，日夜无穷已。隐隐石头城，虎踞龙蟠地。泛舟极远目，天际孤云起。吊古溯前朝，战争空戍垒。芳草自萋萋，水弱山柔靡。宋齐与梁陈，六代如梦里。古来图大事，江东何足齿。帝业总偏安，王气亦难恃。江山虽秀拔，风俗终奢侈。元气泄波涛，英雄能有几。何如幽燕间，提封直万里。三边归控制，四辅堪俯视。临风发浩歌，一笑空江水。
