答友问（清·许玑）　　七言绝句　押侵韵	友人问我山居乐，第一读书松竹林。世上万缘都不到，时时证入圣贤心。
静夜吟（清·许玑）　　押梗韵	霜林月逾白，满径横藻荇。万籁总无声，大地此时静。心迹两寂寞，尘杂不须屏。檐前星已稀，池畔鹤初警。独往亦独回，自顾形神影（清绝）。
