题钱南渟生圹（清·武亿）　　七言绝句　押真韵	白筑蓉城寄此身，达观岂必厌红尘。纵然岁月留人住，马鬣高封不碍人。
寄李文亭同年（清·武亿）　　押尤韵	不见李夫子，今且岁一周。坐滞冷官局，和意但无求。引水灌庭竹，瘦影对摇秋。时泛一尊酒，呼与此君酬。相要依岁寒，劲节两相留。
