咏兰（清·蒋兹）　　七言绝句　押删韵	曲奏当年明月夜，美人心事水潺潺。如何芳草迷归路，洒落香痕满世间。
山游（清·蒋兹）　　押霰韵	山不厌人游，游山人不倦。一峰高一峰，峰峰露真面。片片白云飞，声声黄叶战。秀骨瘦撑空，清癯奇独擅。我今登绝顶，如列神仙眷。天地此空阔，足广我所见。落霞失翠微，明月头上见。不从尘外赏，何知静中变。风雨秋山多，霜露秋山遍。游尽赋归来，收入丹青卷。
