下第慰友（清·朱续京）　　七言绝句	屡恨端明遗李廌，下闻祠部识昌黎。且从荣子歌三乐，莫效伯鸾叹《五噫》。
期友不至（清·朱续京）	夕阳在西山，素月上东岭。丛篁凝露光，澄波下天影。清籁时淅淅，幽怀复耿耿。无人话夜凉，流萤度三径。
