金陵杂诗（清·马惠）　　七言绝句　押先韵	秦淮流水暮生烟，桃叶桃根镇可怜。最是秋心降不得，湘妃帘外月如弦。
一弦琴（清·马惠）	山僧有古琴，七弦断其六。何不尽去之，存一聊免俗。陶公昔无弦，高风邈难续。绿绮与焦桐，尘埋不理曲。聆此琴上音，一弦趣已足。夜静微风来，萧萧动寒竹。
