郭璞墓（清·庄纶渭）　　七言绝句　押真韵	一江划断天南北，古墓争传郭景纯。今日经过私借问，索还江管赠何人。
杨忠悯公祠（清·庄纶渭）　　七言绝句　押文韵	钤山冈上势如焚，独剖丹心报大君。汉殿已无辛庆忌，阿谁流血救朱云。
