鉴堂书来问事口占答之（清·郭仑焘）　　七言绝句　押麻韵	隐几维摩鬓已华，雄心那复袖青蛇。江湖谈笑吾甘老，不见烽烟哭万家。
南泉寺杂感（清·郭仑焘）　　押删韵	寻幽来古寺，地僻心亦间。高僧容我居，山在户牖间。古枫映葱茏，好鸟时往还。开轩延朝爽，世虑从之删。读书及宵深，月出翠微湾。对此发长啸，十年混榛菅。
