忆王孙 本意（清·林绿）	花阴月色共霏微。淡冶春风拂绣帏。独倚画楼吹玉笛，盼人归。梅落空阶肠断时。
鹧鸪天 晚春（清·林绿）	抛却银针喜晚晴。遣情无奈独伤情。高低别院秋千影，远近人家笑语声。黄鸟碎，白萍轻。绿苔春尽点红英。一年好景仍辜负，堪笑嫦娥老此生。
