题王麓台见山图（清·周清原）　　七言绝句　押删韵	云岭千重水一湾，几家茅屋茂林间。自从王宰题诗后，不用开门也见山。
康熙二十年七月二十一日赐宴瀛台兼颁彩币莲藕恭纪百韵（清·周清原）　　押先韵	上苑依丹禁，秋光灿御筵。恭逢宸宴日，庆溢太平年。池柳笼初旭，宫槐散晓烟。津梁银汉近，台殿翠微连。共喜君恩召，遥随中使传。济跄临水槛，览眺坐楼船。渐觉兰桡动，浑疑锦缆牵。波明浮采鹢，槎汎挟飞仙。樯转文鸾舞，凫趋细浪漩。珠帘围翡翠，绣幄绘丹铅。荇带翻风直，荷珠拂棹圆。仙台初顾盼，瀛海试寻沿。百道如瀍涧，千株尽𣏌楩。维舟登辇路，委佩肃官联。映日彤霞丽，裁云缛锦鲜。机丝来夜月，衮绣簇连钱。御帕遥笼处，天章回烂然。携供青玉案，掩映紫茸毡。殊眷缤纷下，微名次第编。上公先拜手，百职尽随肩。捧出荣光散，颁来表里全。制衣将粲粲，束帛各戋戋。名纸题还湿，文缣看愈妍。鹓行齐蹈舞，绮席更明蠲。花下重茵布，池头彩幔褰。人疑霄汉上，坐傍水云边。脯是麒麟擘，瓯皆琬琰镌。和羹随鼎鼐，香气杂兰荃。饭煮长腰米，鳞烹缩项鳊。含情思在藻，得意欲忘筌。广座容言笑，长林喜静便。膳从螭陛撤，茗用凤团煎。饱德惭何补，承恩未许还。徘徊同憩石，徙倚更临渊。鱼戏穿波出，鸥闲结伴眠。红蕖犹烂缦，碧濑自潺湲。鼓腹蓬瀛侧，凝眸云树巅。乔枝巢海鹤，古木噪秋蝉。纵览探芳径，澄怀净俗缘。来游歌岂弟，素食愧清涟。皎皎臣心似，温温敕语宣。班行重接席，珍错复加笾。杯斝传三殿，壶浆下九天。氤氲香作雾，芬飶酒如泉。曼倩怀应满，相如渴已痊。劝酬来近侍，斟酌遣中涓。盘捧原承露，杯深似吸川。皇仁洵蔼蔼，帝赍复惓惓。燕笑于胥乐，威仪罔或愆。称觥多誉处，交鬯共缠绵。昼已勤三接，荣诚胜九迁。欢呼灵沼畔，尽醉至尊前。耳热犹端恪，颜酡敬折旋。匪躬恒蹇蹇，举趾觉仙仙。远树凉飙动，遥峰落照悬。已叨金殿宴，犹羡玉河莲。紫菂凌波细，青房浥露坚。托根蟠太液，拟璧产蓝田。翠盖闲披拂，琼枝久蔓延。弱茎芳芷伴，劲节素丝缠。绰约姿偏艳，珠玑实更骈。倚风横澡雪，带月静联拳。岂受污泥滓，宜同沆瀣研。菰蒲随泛泛，菱芡并娟娟。爰速兰舟去，群将翠蒂搴。怀珠初出水，拱璧已盈阡。荡漾停双桨，芬芳列八砖。堆云真叆叇，积翠更葱芊。宠命何蕃锡，分携得自专。朵颐知味美，熨齿沐恩偏。醉醑同怀惠，倾葵共勉旃。敢云簪彩笔，漫自理归鞭。鹓鹭还容与，夔龙任后先。熙和情自洽，踧步犹邅。珍果盈怀袖，缣缃压锦鞯。宴洵逾镐洛，功已奏黔滇。万里归皇极，千秋广幅𢄙。西池无匿马，南诏有啼鹃。版籍金通贡，冈陵永不骞。式功铭鼎卣，文德静戈鋋。穷鸟犹堪悯，哀鸿更足怜。徵输应暂缓，逋赋每常捐。武廓皆宁宇，安流已导岍。休风苏疾苦，化日起危颠。咸凛天威肃，还赓王道平。虚衷勤访洛，讲《易》独尊乾。精一端心学，危微阐秘诠。渊衷窥邃穆，至治显陶甄。坐论追伊吕，抡才简许燕。共知瞻主圣，兼颂得臣贤。民瘼群休喔，官方正矫虔。平章开黼黻，搏击去鹰鹯。九穗嘉禾实，双歧瑞麦䅌。《箫韶》常隐隐，鼙鼓绝阗阗。泣罪舒三网，宏封溯八埏。驺虞游大泽，麟趾应春畋。交泰陈无逸，从游赋有卷。章身荣纂组，励志凛禾廛。雨露长承此，涓埃尚阙焉。刍荛陪献颂，愧比《上林》篇。
