仙阁插云（清·姚钧）　　七言绝句　押尤韵	高阁登临豁远眸，一川风物眼中收。凭栏无限桑田意，剩有灵光俯碧流。
羊峡古碑（清·姚钧）　　七言绝句　押先韵	刊铭伐石几何年，谁与摩挲古峡前。一识峋嵝奈缘浅，嵚崎怅望夕阳边。
