过弇山尚书废园（清·韩崇）　　七言绝句　押虞韵	月沼有波曾照影，风亭无主倩谁扶。墙东瘦石如人立，阅尽兴衰一语无。
穷士（清·韩崇）	穷士易为恩，寸苗易为泽。岂谓盆盎微，种松贬高节。皎皎云际月，磊磊岩下石。怀璞弗自炫，流辉乃同澈。不易展氏介，已甚泄柳迫。识曲诚有人，雅歌奏清瑟。
