沈石田小景画卷为玉亭丈题（清·徐如澍）　　七言绝句　押齐韵	几叠青峦几曲溪，参差竹屋晓烟齐。春光应忆江南好，树树流莺自在啼。
费改斋除铜仁邑下问方宜诗以代答（清·徐如澍）　　押删韵	问俗湖南似，劳形案牍删。江喧村市近，花放讼庭闲。试茗能消渴，煨薯说驻颜。树光相映发，人在翠微间。
