荒亭（清·沈畯）　　五言绝句　押屑韵	荒亭古墓南，远见车尘灭。墓前双石人，送尽人离别。
九日（清·沈畯）　　五言绝句　押寘韵	有酒赏重阳，无烦白衣至。恐惊邻舍翁，谓是催租吏。
