山居杂咏（清·倪仁吉）　　五言绝句　押鱼韵	照影双飞燕，新来补旧居。芹塘泥最淤，慎莫堕琴书。
题宫意图（清·倪仁吉）　　七言绝句　押支韵	调入苍梧斑竹枝，潇湘渺渺水云思。听来记得华清夜，疏雨梧桐独坐时。
