望湖上远山（清·邹思成）　　七言绝句　押支韵	缥缈峰如云脚垂，一痕难禁晓风吹。长卿病起支颐看，爱煞文君镜里眉。
望太湖用东坡海市歌韵（清·邹思成）	汪洋万顷连高空，名都环拱湖当中。重重叠嶂插天起，千堆雪卷翻蛟宫。具区胜概擅六合，使我得句难为工。登高纵目发豪兴，直欲散发骑苍龙。苍龙潭底眠未醒，狎鸥且共忘机翁。矶头兀坐忘岁月，云气开阖心增雄。囊中风月收不尽，何哉迂士悲途穷。但知银屋波光好，不问金阙春光融。羊裘典去换美酒，何须厚糈过千钟。潜虬起舞怒涛涌，伏波战鼓初镕铜。冲波一叶疾于驶，腹满稳使蒲帆风。
