上天山（清·王大枢）　　七言绝句　押先韵	上天山似上青天，马缩如猬车倒悬。四十八盘盘不了，一生未作此周旋。
咏天山（清·王大枢）　　七言绝句　押鱼韵	天山深处雪模糊，拾起姜碑剥蚀馀。未见高昌功足纪，多君留得数行书。
