过樱桃岩闻箫（清·杨还吉）　　七言绝句　押萧韵	一溪春水绿迢迢，二月溪旁雪未消。行尽空山人不见，樱桃岩外听吹箫。
秋雨中忆范文庄出塞（清·杨还吉）　　七言绝句　押尤韵	燕山八月迥深秋，匹马何因作壮游。碛里行人逢暮雨，思君遥过小兴州。
