送别感赋（清·刘絮窗）　　七言绝句　押支韵	理罢云鬟展转思，池塘正值梦回时。近来诗句如春柳，只向东风赠别离。
行香子（清·刘絮窗）	柳色才匀。草色方新。怪东风、酿就离情。弦鸣玉轸，酒泛金樽。奈不销愁，不销恨，只销魂。极目行云。是处伤神。看斜阳、又近黄昏。桃花片片，杜宇声声。正欲归春，欲归鸟，未归人。
