留别涟儿（清·籾山衣洲）　　七言绝句　押青韵	湖南亭子雨淋零，呼起离愁酒易醒。怜汝琵琶歌一曲，那堪更在别时听①。
泛舟青潭溪（清·籾山衣洲）	青潭之溪来自万山里，折处为渊奔处湍。碧玉乍碎如雪溅，中流击汰夏冬寒。江波渺渺日之夕，棹至石壁月生魄。上有磔磔栖鹘之陵树，下有沈沈潜蛟之窟宅。一磬不响山僧眠，大悲阁上归云积。忽听舷头声琅然，是谁诵出赤壁篇。何处横笛来相和，馀音袅袅与水连。山如好友酒如淮，拍肩一笑比洪厓。浦烟缥渺古亭渡，灯火荒凉公馆街。君不见今古茫茫一邱貉，百年不待自销铄。及时行乐聊复尔，吾鬓萧飒吾齿落。只愿长向名山藏诗卷，难学千年辽东来归鹤（杨永智编校）。
