自咏（清·赵国藩）　　五言绝句　押灰韵	绿柳门前种，青桑舍后栽。兴来游必至，闷倦任徘徊。
新秋郊游纪事（清·赵国藩）　　七言绝句　押尤韵	忙罢有闲野外游，金风吹送日难留。田禾遍览借坚好，高下不分一样收。
