夷氛（清·童蒙吉）　　七言绝句　押东韵	鸦片筹操帷幄中，戈船巨炮又称雄。海隅竞洒苍生泪，两种输他善火攻①。
番头银（清·童蒙吉）　　七言绝句　押灰韵	海邦白镪本夷财，个个象形面目开。取汝探囊真授首，此曹都已断头来①。
