过桃叶渡（清·吴让恒）　　七言绝句　押萧韵	断蔓荒烟气寂寥，渡头人去静兰桡。多情一夜江南雨，犹涨秦淮数尺潮。
书座右（清·吴让恒）　　押沃韵	百年曾几时，君子早勤勖。盗蹠以寿终，颜冉独窘促。死生命自天，何用恶与欲。所期德不朽，立志拔尘俗。松柏自常青，丛棘一朝绿。人恶不必扬，我善恐不足。朝闻而夕死，奕世分荣辱。
