春寒（清·于养源）　　七言绝句　押东韵	想到寻春意转慵，梅花落尽杏花红。呼僮钩起重帘望，不是东风是北风。
送郭相廷先生还车桥（清·于养源）　　七言绝句　押尤韵	天涯踪迹等浮鸥，聚散无端我欲愁。此去江南秋色好，一村黄叶认归舟。
