徐俟斋画芝（清·郑任钥）　　七言绝句　押支韵	采蕨归来日已移，写将三秀寄遥思。秋风满眼嗟零落，岩谷何人和《紫芝①》？
春蚕词（清·郑任钥）	蚕月人家爱晴旭，纸筐分叶声满屋。三眠过后桑树稀，称来银茧缫为丝。山村日午纬车响，榆柳阴阴烟火迟。忆昔民间累苛派，新丝二月长先卖。近年儿女有完襦，急公更足偿私债。艰难衣食在农桑，年年拜祭马头娘。不辞小妇闺中苦，愿作山龙藻火裳①。
