哈密瓜（清·许乃榖）　　七言绝句	伊吾瓜夺邵平瓜，碧玉为瓤沁齿牙。鼻选舌交纷五色，八城风味更堪佳。
哈密回城九龙树行（清·许乃榖）	伊吾城，滚白寺，红柳千年谁位置？火龙得气欲拿云，金蛇作势先蟠地。孤根劈破剩苍皮，皮开迸出轮囷枝。枝分四兮干分九，忽伏忽起争离奇。枝枝珊瑚撑，叶叶翡翠垂。扪之鳞甲赤，雪后全身白。一生梦不到楼台，百弓地只邻阡陌。可有少妇红泪弹，那得文人青眼看。竟使奇才沙碛老，殊方苍莽悲穹昊。岂知杰士成大功，半在龙沙绝域中。卫霍奇勋书竹帛，韩范高名争华嵩。历尽冰霜神骨清，不经忧患何由生。柳乎龙乎吾语尔，莫因坎𡒄鸣不平。会须腾挪天上行，洒雨润泽千夫耕。
