醴泉归途口号（清·张履庆）　　七言绝句　押真韵	曲曲溪流草木新，朝云暗淡静无尘。回头重有别离色，望里青山似故人。
道中望长白（清·张履庆）　　押陌韵	野绿夕阳横，高峰望长白。秀色一何深，杳与暮云碧。根腰围远树，苍翠半已隔。颇怀卜居情，尘鞅苦莫释。不知空谷中，几见幽人迹。
