梓潼道中（清·孙海）　　七言绝句　押微韵	老柏参天倚翠微，托根典午是耶非。虬枝雅似铁如意，亲见姚苌策马归。
题巨子馥慕砚图（清·孙海）	寒碧一拳光四澈，鸲眼晶莹滤秋月。纸上墨痕黯黯湿，疑是幽人心上血。手泽蹉跎五十年，此砚能穿心不穿。收入画图寓深意，晴雪落水生玉烟。我昔曾题《梦砚图》，旧游一梦春模糊。严寒呵冻碾冰花，为君重赋玉蟾蜍。
