半塘晚步（清·李大成）　　七言绝句　押庚韵	几缕炊烟散晚晴，平桥水远漾空明。秋郊十里寻诗路，人在西风落叶行。
追虎行为廖福友作（清·李大成）	龙虎滩头四山高，黄茅满山风萧骚。同舟色变听谈虎，长年夸说而翁豪。翁船昔年曾泊此，官差捉船船潜逃。飞鹅岭下最深处，涧深路僻才容舠。是时更深山月黑，松林风起山气逼。有虎咆哮飞上船，作势扑人人僵踣。翁忽奋起健拳掀，虎已衔人向崖奔。腾身跃登握虎尾，大声怒号如驱豚。双手淋漓人血赤，虎口夺人人辟易。裹伤扶抱向船回，涧水潺潺虎潜迹。此事闻来我亦疑，翁材不及中人姿。义愤一激肝胆烈，生死问翁翁不知。毋乃气能慑猛兽，赴义鬼神亦助之。座中听罢神欲旺，石壁猎猎阴风吹。
