南轩即事（清·邓钟岳）　　七言绝句　押阳韵	松阴庭院午风凉，压架青萝绕画廊。欹枕不知清梦破，一帘微雨枣花香。
东园柳枝词（清·邓钟岳）	林影参差远障空，云廊画阁有无中。清明十日春光好，绿染垂杨第几重。
