仙井（清·张蕣）　　七言绝句　押庚韵	百尺寒泉平地生，高台古木远风清。自从至正投符后，云雾空濛锁玉京。
沣水（清·张蕣）　　七言绝句　押虞韵	淼淼烟波入画图，黄鱼白鸟泛青蒲。千家茅屋临流水，十里香粳在镜湖。
