溪上（清·张增庆）　　五言绝句　押陌韵	轻阴带斜日，杳霭前山夕。双鹭忽飞来，点破一溪碧。
长信词（清·张增庆）　　七言绝句　押齐韵	天街雨过草萋萋，长信宫中乱鸟啼。莫向秋风泣纨扇，昭阳人在画楼西。
