游侠曲（清·程怀璟）　　五言绝句　押马韵	醉解千金貂，飞控五花马。大雪满天山，射虎天山下。
山行有怀雨农兼寄春卿（清·程怀璟）	高山生自云，山为云气拥。天风一吹荡，云挟山欲动。无意入云中，湿烟如海涌。古树郁苍翠，危石露巃嵷。时闻鸣鹤声，疑蹑仙人踵。仰窥天近远，一气接澒洞。出云复入云，马首双耳耸。我欲袖云归，妙手莫能捧。羡子山中人，著书得几种。尽日看云飞，心清绝俗冗。
