题画（清·项景襄）　　七言绝句　押青韵	闲来结得小茅亭，但识烟云月露形。历日不书藤叶纸，年年只记柳条青。
南屏（清·项景襄）	荡艇入南山，晴湖净如拭。系缆枯树根，寒烟生微白。偃卧周山阿，脚步层岩隙。方丈出松巅，亭亭高百尺。入门逢老僧，尘缨顿若失。说法水月心，妙香浮广泽。落花满空林，披云坐磐石。置身在霄汉，庶以慰营魄。安得常如此，元言共朝夕。月出竟忘归，零露沾衣湿。
