野望（清·崔宜枚）　　五言绝句　押叶韵	淡月明空林，寒云隐危堞。墟落寂无人，萧萧下黄叶。
苏桥（清·崔宜枚）　　七言绝句　押萧韵	红楼一簇柳千条，隔岸谁家紫玉箫。好是晓风残月里，送人帆影过苏桥。
