青县题壁（清·樊彬）　　五言绝句　押东韵	天地尘沙里，春风势太雄。行人似新妇，终日闭车中。
盘古墓（清·樊彬）　　七言绝句　押青韵	无事攀髯托杳冥，陵原常与暮山青。佳城郁郁自千古，未解人间有藏经。
