咏水沙连图（清·黄吴祚）　　七言绝句　押虞韵	二十馀社尽边湖，南北沿崖仄经纡。斗六门来通一线，诸番形胜岛中无①。
咏上澹水八社（清·黄吴祚）　　七言绝句　押侵韵	初冬出草入山深，先向林间听鸟音。荜雀飞来音较亮，诸番竞奋逐前禽①。
