梅花（清·蒋锡震）　　五言绝句　押东韵	竹屋围深雪，林间无路通。暗香留不住，多事是春风。
冬夜宿野人家，床无帏幕，屋破而多风，取积草障之，乃戏曰此汝家草屏风也，索句遂题（清·蒋锡震）　　七言绝句　押青韵	不藉籧篨自作扃，避风应笑肉为屏。似渠雅制谁宜称，合号乾坤一草亭。
