读书灯（清·陈百川）　　七言绝句　押支韵	照雨摇风独下帷，碧纱长护碧琉璃。禁烟不到鸡窗火，分与邻家晓乞时。
养鹤（清·陈百川）　　七言绝句　押齐韵	小庭翻作老巢栖，肥饱关心细品题。一样清高林处士，权当弱息付梅妻。
