南还示玉初（清·劳乃宽）　　七言绝句　押庚韵	机云入洛旧齐名，倦鸟思还约耦耕。愿尔早将尘鞅脱，一帆逐我阖闾城。
还嘉兴视玉初疾（清·劳乃宽）　　七言绝句　押先韵	白头兄弟话镫前，旧事依稀记昔年。怕上芝桥桥上望，山丘华屋倍凄然。
