十六字令（清·丁淑媛）	听。窗外如何月有声。寒无寐，风雪正三更。
桂殿秋 冬夜有怀兄妹（清·丁淑媛）	鱼信断，雁行疏。腊梅香里岁将徂。停针自起推窗望，寒照亭亭恰午馀。
