凭栏人（清·叶文）	渺渺春风忆瘦腰。空见垂杨踠地飘。凭栏魂欲消，长条复短条。
减字木兰花 远眺（清·叶文）	长安陌路。来往征车宁计数。底事关心，远隔天涯没信音。刚才捲幔。偏惹杨花争扑面。那得人归，只见黄莺作对飞。
