题画扇赠戴松门（清·方洄）　　七言绝句　押微韵	十幅春帆天际飞，篱笆短短隔渔矶。山藏远树云藏屋，村犬无声客到稀。
下北高峰（清·方洄）　　押遇韵	欲雨不雨天，有影无影树。白云从空来，遮断出山路。
