书牧斋集后二首（清·周孝学）　　七言绝句　押真韵	铜驼榛棘话酸辛，东涧盘旋剩旧身。碑碣大书杨左传，前朝公论借斯人①。
登穹窿绝顶望震泽同蒋香山作（清·周孝学）　　押养韵	吴中富名山，穹窿独称长。郁律耸晴空，凭眺快无两。兹来值秋霁，疏翠揽盈掌。行行跻笠峰，孱颜俯群象。天平遥搢笏，卑犹成覆盎。云从岭下飞，飞鸟不能上。西南临具区，风涛相震荡。烟消螺髻浮，日落新镜晃。混合天水色，分坼吴越壤。呼吸凌青冥，啸歌脱尘鞅。何当寻赤松，相与出世网。
