旅宿安陵答李柱石（清·赵宗猷）　　五言绝句　押歌韵	客路缘花病，愁人雨正多。相思一夜梦，明月半床过。
新柳（清·赵宗猷）　　七言绝句　押支韵	满眼春光上柳枝，风梳月印弄新姿。东皇欲织春如锦，不待花成早制丝。
