失题（清·介石）　　七言绝句　押侵韵	朝来剩得好春阴，芍药屏花岁岁心。解作流连是啼鸟，一行茅屋绿阴深。
清明（清·介石）　　七言绝句　押阳韵	桃花雨过菜花香，隔岸垂杨绿粉墙。斜日小楼新燕子，清明风景好思量。
