闺情绝句（明末清初·沙宛在）　　七言绝句　押真韵	白燕双双入幕频，梨花香遍雪为茵。夜来纵有游仙梦，不作乌衣国里人。
醉花阴（明末清初·沙宛在）	翡翠楼头风几阵。断送残红尽。薄暮掩罗帏，睡鸭香寒，冷却沉檀印。梦回宝枕垂云鬓。愁压蛾弯损。窗外雨声疏，响入芭蕉，又是黄梅信。
