晚眺（清·张云龙）　　七言绝句　押文韵	霁烟稍尽见斜曛，极目长空似锦文。绀碧缥黄看不尽，一重天间一重云。
画兰（清·张云龙）　　七言绝句　押麻韵	此是幽贞第一花，不侪桃李只云霞。采香或可通来径，更写春山一片遮。
