梅花（清·余榀）　　七言绝句　押尤韵	市上何人识故侯，青鞋皂帽称心游。相逢头白留诗别，细雨孤帆下虎丘。
赏梅（清·余榀）　　押阳韵	浃旬雨不辍，凄风日飞飏。庭梅敛光彩，生意何微茫。天地忽开旷，静院飞晴香。玉色映朝暾，疏影随风翔。阴极阳未动，气机不可量。百卉亦因时，幸哉化日长。
