雁字（清·雷氏）　　七言绝句　押庚韵	薰风无奈祝融火，寒雁一声天地清。不羡上林传汉信，羡他笔笔写孤贞。
元宵哭夫（清·雷氏）　　七言绝句　押萧韵	去年镫火共元宵，为我窗前拂翠翘。佳节依然人不见，一轮明月冷迢迢。
