忆梦（清·张煊）　　七言绝句　押齐韵	蘧然一梦洞庭西，水满沙平云脚低。塔影湖光舟自渡，春风十里绿杨堤。
闻雁（清·张煊）　　七言绝句　押微韵	千里云山信到稀，嫩寒和雨浸春衣。浔阳戎马无消息，又在边城送雁归。
