山居（宋·释志芝）　　七言绝句　押删韵	千峰顶上一间屋，老僧半间云半间。昨夜云随风雨去，回头方羡老僧闲①。
偈（宋·释志芝）　　押齐韵	茶芽蔍䔩初离焙，笋角狼忙又吐泥。山舍一年春事办，得闲谁管板头低①。
