访王主簿同泛菊茶（宋·孙勴）　　七言绝句　押麻韵	妍暖春风荡物华，初回午梦颇思茶。难寻北苑浮香雪，且就东篱撷嫩芽①。
题靖节祠（宋·孙勴）　　七言绝句　押阳韵	先生拂衣归柴桑，视时富贵犹秕糠。义心耻食易代粟，督邮于我何低昂。
