山水小景（宋·陈虞之）　　七言绝句　押文韵	千年老树立苍石，三峰两峰天出云。青溪道士坐船上，自按玉箫人不闻。
送别（宋·陈虞之）　　七言绝句　押寒韵	柳湿征衫晚出关，荒城古雪剑花寒。西风漠漠龙沙路，马上青山带醉看①。
