绝句（宋·蹇汝明）　　七言绝句　押支韵	我闻敬亭无足取，岑寂况在东南崖。声名一日遍宇宙，正以谢守诗瑰奇①。
题翰林滩（宋·蹇汝明）　　七言绝句　押庚韵	滩崖犹刻翰林名，凿凿寒波漱玉声。游子凄其感今昔，临流不敢濯尘缨①。
